id,player_name,club,position,minutes_played,match_played,goals,assists,distance_covered
93,Aaronson,Salzburg,Midfielder,715,8,0,2,103.5
94,Rafa Silva,Benfica,Forward,704,9,1,1,85.7
95,Gravenberch,Ajax,Midfielder,703,8,0,1,89.1
96,Kimmich,Bayern,Midfielder,702,8,0,0,96.4
97,Marcos Llorente,Atlético,Midfielder,700,9,0,0,83.6
98,Azpilicueta,Chelsea,Defender,679,9,1,1,82
99,David,LOSC,Forward,679,8,3,0,86.1
100,Mbappé,Paris,Forward,673,8,6,4,65.2
101,Havertz,Chelsea,Midfielder,672,9,3,0,86.3
102,Camara,Salzburg,Midfielder,672,8,0,0,80.9
103,Haller,Ajax,Forward,668,8,11,1,82.2
104,Bastoni,Inter,Defender,666,8,0,0,76.6
